Batch_ID,SKU,Batch_Quantity,Batch_Received_Date,Expiry_Date
BATCH_00777,SKU_0023,175,2023-02-02 08:00:00,2023-07-20 08:00:00
BATCH_00778,SKU_0046,209,2023-02-02 09:00:00,2023-10-14 09:00:00
BATCH_00779,SKU_0110,91,2023-02-02 10:00:00,2023-08-12 10:00:00
BATCH_00780,SKU_0276,246,2023-02-02 11:00:00,2023-03-17 11:00:00
BATCH_00781,SKU_0089,255,2023-02-02 12:00:00,2023-10-24 12:00:00
BATCH_00782,SKU_0249,271,2023-02-02 13:00:00,2023-05-24 13:00:00
BATCH_00783,SKU_0317,213,2023-02-02 14:00:00,2023-05-26 14:00:00
BATCH_00784,SKU_0150,206,2023-02-02 15:00:00,2023-05-08 15:00:00
BATCH_00785,SKU_0372,167,2023-02-02 16:00:00,2023-09-26 16:00:00
BATCH_00786,SKU_0358,180,2023-02-02 17:00:00,2023-09-18 17:00:00
BATCH_00787,SKU_0289,85,2023-02-02 18:00:00,2023-04-22 18:00:00
BATCH_00788,SKU_0086,215,2023-02-02 19:00:00,2024-01-04 19:00:00
BATCH_00789,SKU_0063,124,2023-02-02 20:00:00,2023-11-13 20:00:00
BATCH_00790,SKU_0232,202,2023-02-02 21:00:00,2023-12-29 21:00:00
BATCH_00791,SKU_0289,243,2023-02-02 22:00:00,2023-12-22 22:00:00
BATCH_00792,SKU_0283,251,2023-02-02 23:00:00,2023-09-24 23:00:00
BATCH_00793,SKU_0292,213,2023-02-03 00:00:00,2023-03-12 00:00:00
BATCH_00794,SKU_0398,267,2023-02-03 01:00:00,2023-12-08 01:00:00
BATCH_00795,SKU_0343,30,2023-02-03 02:00:00,2023-08-25 02:00:00
BATCH_00796,SKU_0288,43,2023-02-03 03:00:00,2023-07-20 03:00:00
BATCH_00797,SKU_0365,219,2023-02-03 04:00:00,2023-11-16 04:00:00
BATCH_00798,SKU_0209,69,2023-02-03 05:00:00,2023-09-21 05:00:00
BATCH_00799,SKU_0383,140,2023-02-03 06:00:00,2023-10-29 06:00:00
BATCH_00800,SKU_0373,76,2023-02-03 07:00:00,2023-08-04 07:00:00
BATCH_00801,SKU_0197,289,2023-02-03 08:00:00,2023-11-12 08:00:00
BATCH_00802,SKU_0059,12,2023-02-03 09:00:00,2023-09-07 09:00:00
BATCH_00803,SKU_0213,208,2023-02-03 10:00:00,2023-10-10 10:00:00
BATCH_00804,SKU_0022,220,2023-02-03 11:00:00,2023-03-29 11:00:00
BATCH_00805,SKU_0338,242,2023-02-03 12:00:00,2023-09-19 12:00:00
BATCH_00806,SKU_0299,49,2023-02-03 13:00:00,2023-04-17 13:00:00
BATCH_00807,SKU_0046,106,2023-02-03 14:00:00,2023-07-22 14:00:00
BATCH_00808,SKU_0242,270,2023-02-03 15:00:00,2023-12-12 15:00:00
BATCH_00809,SKU_0229,102,2023-02-03 16:00:00,2023-08-30 16:00:00
BATCH_00810,SKU_0198,198,2023-02-03 17:00:00,2024-01-09 17:00:00
BATCH_00811,SKU_0218,274,2023-02-03 18:00:00,2023-08-26 18:00:00
BATCH_00812,SKU_0050,133,2023-02-03 19:00:00,2023-06-20 19:00:00
BATCH_00813,SKU_0360,170,2023-02-03 20:00:00,2023-08-16 20:00:00
BATCH_00814,SKU_0238,109,2023-02-03 21:00:00,2023-11-04 21:00:00
BATCH_00815,SKU_0305,115,2023-02-03 22:00:00,2023-08-05 22:00:00
BATCH_00816,SKU_0265,63,2023-02-03 23:00:00,2023-06-01 23:00:00
BATCH_00817,SKU_0220,55,2023-02-04 00:00:00,2023-07-14 00:00:00
BATCH_00818,SKU_0216,66,2023-02-04 01:00:00,2023-12-23 01:00:00
BATCH_00819,SKU_0219,48,2023-02-04 02:00:00,2023-09-17 02:00:00
BATCH_00820,SKU_0289,269,2023-02-04 03:00:00,2023-07-12 03:00:00
BATCH_00821,SKU_0110,83,2023-02-04 04:00:00,2023-12-17 04:00:00
BATCH_00822,SKU_0136,290,2023-02-04 05:00:00,2023-05-27 05:00:00
BATCH_00823,SKU_0331,87,2023-02-04 06:00:00,2024-01-16 06:00:00
BATCH_00824,SKU_0342,276,2023-02-04 07:00:00,2023-10-23 07:00:00
BATCH_00825,SKU_0223,160,2023-02-04 08:00:00,2023-11-16 08:00:00
BATCH_00826,SKU_0225,15,2023-02-04 09:00:00,2023-03-17 09:00:00
BATCH_00827,SKU_0388,23,2023-02-04 10:00:00,2023-07-28 10:00:00
BATCH_00828,SKU_0076,208,2023-02-04 11:00:00,2023-05-31 11:00:00
BATCH_00829,SKU_0286,156,2023-02-04 12:00:00,2023-07-01 12:00:00
BATCH_00830,SKU_0298,142,2023-02-04 13:00:00,2023-10-21 13:00:00
BATCH_00831,SKU_0028,150,2023-02-04 14:00:00,2024-01-13 14:00:00
BATCH_00832,SKU_0050,221,2023-02-04 15:00:00,2023-09-15 15:00:00
BATCH_00833,SKU_0271,56,2023-02-04 16:00:00,2023-08-12 16:00:00
BATCH_00834,SKU_0167,22,2023-02-04 17:00:00,2023-12-22 17:00:00
BATCH_00835,SKU_0393,77,2023-02-04 18:00:00,2023-07-26 18:00:00
BATCH_00836,SKU_0302,250,2023-02-04 19:00:00,2023-09-09 19:00:00
BATCH_00837,SKU_0369,292,2023-02-04 20:00:00,2023-10-23 20:00:00
BATCH_00838,SKU_0288,291,2023-02-04 21:00:00,2023-12-25 21:00:00
BATCH_00839,SKU_0031,201,2023-02-04 22:00:00,2023-04-20 22:00:00
BATCH_00840,SKU_0320,253,2023-02-04 23:00:00,2023-07-10 23:00:00
BATCH_00841,SKU_0272,16,2023-02-05 00:00:00,2023-06-27 00:00:00
BATCH_00842,SKU_0367,123,2023-02-05 01:00:00,2023-10-18 01:00:00
BATCH_00843,SKU_0390,183,2023-02-05 02:00:00,2023-05-30 02:00:00
BATCH_00844,SKU_0043,45,2023-02-05 03:00:00,2023-04-07 03:00:00
BATCH_00845,SKU_0163,78,2023-02-05 04:00:00,2023-03-23 04:00:00
BATCH_00846,SKU_0072,299,2023-02-05 05:00:00,2023-06-16 05:00:00
BATCH_00847,SKU_0313,82,2023-02-05 06:00:00,2023-09-21 06:00:00
BATCH_00848,SKU_0164,120,2023-02-05 07:00:00,2023-12-13 07:00:00
BATCH_00849,SKU_0204,29,2023-02-05 08:00:00,2023-05-20 08:00:00
BATCH_00850,SKU_0127,275,2023-02-05 09:00:00,2024-01-19 09:00:00
BATCH_00851,SKU_0041,241,2023-02-05 10:00:00,2023-10-05 10:00:00
BATCH_00852,SKU_0171,226,2023-02-05 11:00:00,2023-09-01 11:00:00
BATCH_00853,SKU_0350,226,2023-02-05 12:00:00,2023-06-10 12:00:00
BATCH_00854,SKU_0398,262,2023-02-05 13:00:00,2023-03-19 13:00:00
BATCH_00855,SKU_0260,26,2023-02-05 14:00:00,2023-06-27 14:00:00
BATCH_00856,SKU_0317,146,2023-02-05 15:00:00,2023-06-08 15:00:00
BATCH_00857,SKU_0115,58,2023-02-05 16:00:00,2023-10-12 16:00:00
BATCH_00858,SKU_0193,161,2023-02-05 17:00:00,2023-07-27 17:00:00
BATCH_00859,SKU_0222,102,2023-02-05 18:00:00,2023-10-20 18:00:00
BATCH_00860,SKU_0052,61,2023-02-05 19:00:00,2024-01-03 19:00:00
BATCH_00861,SKU_0311,286,2023-02-05 20:00:00,2023-07-29 20:00:00
BATCH_00862,SKU_0351,10,2023-02-05 21:00:00,2023-09-23 21:00:00
BATCH_00863,SKU_0289,39,2023-02-05 22:00:00,2023-04-06 22:00:00
BATCH_00864,SKU_0253,292,2023-02-05 23:00:00,2023-07-09 23:00:00
BATCH_00865,SKU_0285,190,2023-02-06 00:00:00,2023-10-01 00:00:00
BATCH_00866,SKU_0277,202,2023-02-06 01:00:00,2023-07-24 01:00:00
BATCH_00867,SKU_0067,224,2023-02-06 02:00:00,2023-12-10 02:00:00
BATCH_00868,SKU_0297,169,2023-02-06 03:00:00,2023-10-13 03:00:00
BATCH_00869,SKU_0214,123,2023-02-06 04:00:00,2023-05-28 04:00:00
BATCH_00870,SKU_0158,208,2023-02-06 05:00:00,2023-07-23 05:00:00
BATCH_00871,SKU_0372,30,2023-02-06 06:00:00,2023-04-09 06:00:00
BATCH_00872,SKU_0179,278,2023-02-06 07:00:00,2024-02-04 07:00:00
BATCH_00873,SKU_0023,198,2023-02-06 08:00:00,2023-12-24 08:00:00
BATCH_00874,SKU_0213,54,2023-02-06 09:00:00,2023-03-23 09:00:00
BATCH_00875,SKU_0170,122,2023-02-06 10:00:00,2024-02-01 10:00:00
BATCH_00876,SKU_0115,289,2023-02-06 11:00:00,2023-08-23 11:00:00
BATCH_00877,SKU_0146,272,2023-02-06 12:00:00,2023-12-31 12:00:00
BATCH_00878,SKU_0094,43,2023-02-06 13:00:00,2023-05-07 13:00:00
BATCH_00879,SKU_0087,270,2023-02-06 14:00:00,2023-08-29 14:00:00
BATCH_00880,SKU_0133,119,2023-02-06 15:00:00,2023-04-20 15:00:00
BATCH_00881,SKU_0213,151,2023-02-06 16:00:00,2023-05-04 16:00:00
BATCH_00882,SKU_0316,119,2023-02-06 17:00:00,2023-11-20 17:00:00
BATCH_00883,SKU_0350,134,2023-02-06 18:00:00,2023-06-07 18:00:00
BATCH_00884,SKU_0068,36,2023-02-06 19:00:00,2024-01-25 19:00:00
BATCH_00885,SKU_0240,66,2023-02-06 20:00:00,2023-11-20 20:00:00
BATCH_00886,SKU_0132,36,2023-02-06 21:00:00,2023-12-15 21:00:00
BATCH_00887,SKU_0366,12,2023-02-06 22:00:00,2023-03-20 22:00:00
BATCH_00888,SKU_0017,102,2023-02-06 23:00:00,2024-01-06 23:00:00
BATCH_00889,SKU_0263,137,2023-02-07 00:00:00,2023-11-13 00:00:00
BATCH_00890,SKU_0219,259,2023-02-07 01:00:00,2023-06-19 01:00:00
BATCH_00891,SKU_0048,103,2023-02-07 02:00:00,2023-09-03 02:00:00
BATCH_00892,SKU_0099,162,2023-02-07 03:00:00,2024-01-30 03:00:00
BATCH_00893,SKU_0352,84,2023-02-07 04:00:00,2023-08-05 04:00:00
BATCH_00894,SKU_0158,90,2023-02-07 05:00:00,2023-05-05 05:00:00
BATCH_00895,SKU_0189,153,2023-02-07 06:00:00,2023-08-04 06:00:00
BATCH_00896,SKU_0366,116,2023-02-07 07:00:00,2023-05-01 07:00:00
BATCH_00897,SKU_0223,178,2023-02-07 08:00:00,2023-06-06 08:00:00
BATCH_00898,SKU_0120,247,2023-02-07 09:00:00,2023-06-23 09:00:00
BATCH_00899,SKU_0198,214,2023-02-07 10:00:00,2023-09-18 10:00:00
BATCH_00900,SKU_0181,173,2023-02-07 11:00:00,2023-12-28 11:00:00
BATCH_00901,SKU_0133,34,2023-02-07 12:00:00,2023-11-04 12:00:00
BATCH_00902,SKU_0274,98,2023-02-07 13:00:00,2023-08-30 13:00:00
BATCH_00903,SKU_0327,83,2023-02-07 14:00:00,2023-07-21 14:00:00
BATCH_00904,SKU_0122,18,2023-02-07 15:00:00,2023-06-03 15:00:00
BATCH_00905,SKU_0387,128,2023-02-07 16:00:00,2023-04-02 16:00:00
BATCH_00906,SKU_0159,151,2023-02-07 17:00:00,2023-07-07 17:00:00
BATCH_00907,SKU_0300,64,2023-02-07 18:00:00,2023-11-05 18:00:00
BATCH_00908,SKU_0279,122,2023-02-07 19:00:00,2023-10-27 19:00:00
BATCH_00909,SKU_0087,92,2023-02-07 20:00:00,2023-11-23 20:00:00
BATCH_00910,SKU_0268,13,2023-02-07 21:00:00,2023-05-23 21:00:00
BATCH_00911,SKU_0071,112,2023-02-07 22:00:00,2023-12-03 22:00:00
BATCH_00912,SKU_0181,105,2023-02-07 23:00:00,2023-04-29 23:00:00
BATCH_00913,SKU_0335,239,2023-02-08 00:00:00,2023-05-07 00:00:00
BATCH_00914,SKU_0234,49,2023-02-08 01:00:00,2023-10-02 01:00:00
BATCH_00915,SKU_0212,145,2023-02-08 02:00:00,2023-12-08 02:00:00
BATCH_00916,SKU_0053,250,2023-02-08 03:00:00,2023-10-30 03:00:00
BATCH_00917,SKU_0350,96,2023-02-08 04:00:00,2023-04-25 04:00:00
BATCH_00918,SKU_0050,90,2023-02-08 05:00:00,2023-03-27 05:00:00
BATCH_00919,SKU_0183,132,2023-02-08 06:00:00,2024-01-16 06:00:00
BATCH_00920,SKU_0023,235,2023-02-08 07:00:00,2023-12-03 07:00:00
BATCH_00921,SKU_0294,24,2023-02-08 08:00:00,2023-11-26 08:00:00
BATCH_00922,SKU_0251,180,2023-02-08 09:00:00,2023-03-22 09:00:00
BATCH_00923,SKU_0051,147,2023-02-08 10:00:00,2023-04-27 10:00:00
BATCH_00924,SKU_0292,257,2023-02-08 11:00:00,2023-08-28 11:00:00
BATCH_00925,SKU_0165,92,2023-02-08 12:00:00,2023-04-08 12:00:00
BATCH_00926,SKU_0237,166,2023-02-08 13:00:00,2023-07-06 13:00:00
BATCH_00927,SKU_0121,167,2023-02-08 14:00:00,2023-04-02 14:00:00
BATCH_00928,SKU_0333,86,2023-02-08 15:00:00,2023-05-11 15:00:00
BATCH_00929,SKU_0165,174,2023-02-08 16:00:00,2023-11-26 16:00:00
BATCH_00930,SKU_0161,159,2023-02-08 17:00:00,2024-01-07 17:00:00
BATCH_00931,SKU_0006,68,2023-02-08 18:00:00,2023-03-17 18:00:00
BATCH_00932,SKU_0222,281,2023-02-08 19:00:00,2024-01-15 19:00:00
BATCH_00933,SKU_0311,269,2023-02-08 20:00:00,2023-12-29 20:00:00
BATCH_00934,SKU_0342,99,2023-02-08 21:00:00,2023-06-13 21:00:00
BATCH_00935,SKU_0104,19,2023-02-08 22:00:00,2023-06-10 22:00:00
BATCH_00936,SKU_0144,94,2023-02-08 23:00:00,2023-09-07 23:00:00
BATCH_00937,SKU_0199,155,2023-02-09 00:00:00,2023-07-18 00:00:00
BATCH_00938,SKU_0073,227,2023-02-09 01:00:00,2023-10-27 01:00:00
BATCH_00939,SKU_0316,103,2023-02-09 02:00:00,2023-10-30 02:00:00
BATCH_00940,SKU_0005,53,2023-02-09 03:00:00,2023-11-07 03:00:00
BATCH_00941,SKU_0171,234,2023-02-09 04:00:00,2023-09-27 04:00:00
BATCH_00942,SKU_0250,20,2023-02-09 05:00:00,2024-02-06 05:00:00
BATCH_00943,SKU_0351,297,2023-02-09 06:00:00,2023-07-26 06:00:00
BATCH_00944,SKU_0178,137,2023-02-09 07:00:00,2023-10-08 07:00:00
BATCH_00945,SKU_0263,299,2023-02-09 08:00:00,2023-06-18 08:00:00
BATCH_00946,SKU_0128,21,2023-02-09 09:00:00,2023-09-19 09:00:00
BATCH_00947,SKU_0293,71,2023-02-09 10:00:00,2023-10-02 10:00:00
BATCH_00948,SKU_0120,56,2023-02-09 11:00:00,2023-10-18 11:00:00
BATCH_00949,SKU_0281,106,2023-02-09 12:00:00,2023-11-29 12:00:00
BATCH_00950,SKU_0096,147,2023-02-09 13:00:00,2023-12-25 13:00:00
BATCH_00951,SKU_0018,60,2023-02-09 14:00:00,2023-08-05 14:00:00
BATCH_00952,SKU_0080,216,2023-02-09 15:00:00,2023-11-10 15:00:00
BATCH_00953,SKU_0241,138,2023-02-09 16:00:00,2023-04-13 16:00:00
BATCH_00954,SKU_0226,63,2023-02-09 17:00:00,2023-08-03 17:00:00
BATCH_00955,SKU_0291,262,2023-02-09 18:00:00,2023-04-09 18:00:00
BATCH_00956,SKU_0259,43,2023-02-09 19:00:00,2023-08-04 19:00:00
BATCH_00957,SKU_0176,272,2023-02-09 20:00:00,2023-09-30 20:00:00
BATCH_00958,SKU_0007,86,2023-02-09 21:00:00,2023-09-06 21:00:00
BATCH_00959,SKU_0099,193,2023-02-09 22:00:00,2023-05-15 22:00:00
BATCH_00960,SKU_0337,299,2023-02-09 23:00:00,2023-12-11 23:00:00
BATCH_00961,SKU_0098,121,2023-02-10 00:00:00,2023-04-01 00:00:00
BATCH_00962,SKU_0355,275,2023-02-10 01:00:00,2023-11-12 01:00:00
BATCH_00963,SKU_0144,32,2023-02-10 02:00:00,2023-04-06 02:00:00
BATCH_00964,SKU_0229,164,2023-02-10 03:00:00,2024-02-02 03:00:00
BATCH_00965,SKU_0129,150,2023-02-10 04:00:00,2024-01-30 04:00:00
BATCH_00966,SKU_0373,288,2023-02-10 05:00:00,2023-04-01 05:00:00
BATCH_00967,SKU_0087,16,2023-02-10 06:00:00,2023-04-23 06:00:00
BATCH_00968,SKU_0042,189,2023-02-10 07:00:00,2023-06-27 07:00:00
BATCH_00969,SKU_0153,258,2023-02-10 08:00:00,2023-07-31 08:00:00
BATCH_00970,SKU_0234,65,2023-02-10 09:00:00,2023-07-12 09:00:00
BATCH_00971,SKU_0094,45,2023-02-10 10:00:00,2023-11-24 10:00:00
BATCH_00972,SKU_0107,267,2023-02-10 11:00:00,2023-10-04 11:00:00
BATCH_00973,SKU_0024,208,2023-02-10 12:00:00,2023-09-30 12:00:00
BATCH_00974,SKU_0107,74,2023-02-10 13:00:00,2023-12-07 13:00:00
BATCH_00975,SKU_0176,229,2023-02-10 14:00:00,2023-12-03 14:00:00
BATCH_00976,SKU_0071,248,2023-02-10 15:00:00,2024-01-08 15:00:00
BATCH_00977,SKU_0229,175,2023-02-10 16:00:00,2023-06-02 16:00:00
BATCH_00978,SKU_0004,284,2023-02-10 17:00:00,2024-01-24 17:00:00
BATCH_00979,SKU_0126,145,2023-02-10 18:00:00,2023-06-12 18:00:00
BATCH_00980,SKU_0245,42,2023-02-10 19:00:00,2023-08-10 19:00:00
BATCH_00981,SKU_0327,255,2023-02-10 20:00:00,2023-12-14 20:00:00
BATCH_00982,SKU_0132,224,2023-02-10 21:00:00,2023-09-08 21:00:00
BATCH_00983,SKU_0231,41,2023-02-10 22:00:00,2023-06-16 22:00:00
BATCH_00984,SKU_0102,262,2023-02-10 23:00:00,2023-11-23 23:00:00
BATCH_00985,SKU_0042,299,2023-02-11 00:00:00,2023-03-25 00:00:00
BATCH_00986,SKU_0061,122,2023-02-11 01:00:00,2023-09-18 01:00:00
BATCH_00987,SKU_0041,22,2023-02-11 02:00:00,2023-12-19 02:00:00
BATCH_00988,SKU_0035,110,2023-02-11 03:00:00,2023-07-18 03:00:00
BATCH_00989,SKU_0070,22,2023-02-11 04:00:00,2023-12-07 04:00:00
BATCH_00990,SKU_0312,116,2023-02-11 05:00:00,2023-06-02 05:00:00
BATCH_00991,SKU_0339,279,2023-02-11 06:00:00,2023-08-23 06:00:00
BATCH_00992,SKU_0270,185,2023-02-11 07:00:00,2023-07-30 07:00:00
BATCH_00993,SKU_0112,232,2023-02-11 08:00:00,2023-10-05 08:00:00
BATCH_00994,SKU_0178,86,2023-02-11 09:00:00,2023-12-02 09:00:00
BATCH_00995,SKU_0159,103,2023-02-11 10:00:00,2023-06-07 10:00:00
BATCH_00996,SKU_0383,183,2023-02-11 11:00:00,2023-11-02 11:00:00
BATCH_00997,SKU_0041,36,2023-02-11 12:00:00,2023-03-28 12:00:00
BATCH_00998,SKU_0135,52,2023-02-11 13:00:00,2023-04-22 13:00:00
BATCH_00999,SKU_0061,96,2023-02-11 14:00:00,2023-09-03 14:00:00
BATCH_01000,SKU_0289,287,2023-02-11 15:00:00,2023-07-05 15:00:00
BATCH_01001,SKU_0233,18,2023-02-11 16:00:00,2023-07-08 16:00:00
BATCH_01002,SKU_0202,107,2023-02-11 17:00:00,2023-07-06 17:00:00
BATCH_01003,SKU_0014,97,2023-02-11 18:00:00,2023-09-30 18:00:00
BATCH_01004,SKU_0368,239,2023-02-11 19:00:00,2023-04-16 19:00:00
BATCH_01005,SKU_0333,284,2023-02-11 20:00:00,2023-06-20 20:00:00
BATCH_01006,SKU_0373,162,2023-02-11 21:00:00,2023-09-17 21:00:00
BATCH_01007,SKU_0195,28,2023-02-11 22:00:00,2023-07-18 22:00:00
BATCH_01008,SKU_0243,278,2023-02-11 23:00:00,2023-07-26 23:00:00
BATCH_01009,SKU_0391,22,2023-02-12 00:00:00,2023-03-27 00:00:00
BATCH_01010,SKU_0275,34,2023-02-12 01:00:00,2024-01-20 01:00:00
BATCH_01011,SKU_0200,117,2023-02-12 02:00:00,2024-02-09 02:00:00
BATCH_01012,SKU_0038,81,2023-02-12 03:00:00,2023-09-25 03:00:00
BATCH_01013,SKU_0173,245,2023-02-12 04:00:00,2023-12-24 04:00:00
BATCH_01014,SKU_0322,93,2023-02-12 05:00:00,2023-04-24 05:00:00
BATCH_01015,SKU_0037,61,2023-02-12 06:00:00,2023-06-08 06:00:00
BATCH_01016,SKU_0117,219,2023-02-12 07:00:00,2023-08-13 07:00:00
BATCH_01017,SKU_0006,228,2023-02-12 08:00:00,2023-08-29 08:00:00
BATCH_01018,SKU_0239,27,2023-02-12 09:00:00,2023-04-02 09:00:00
BATCH_01019,SKU_0079,295,2023-02-12 10:00:00,2023-04-23 10:00:00
BATCH_01020,SKU_0299,243,2023-02-12 11:00:00,2023-07-19 11:00:00
BATCH_01021,SKU_0025,259,2023-02-12 12:00:00,2023-08-28 12:00:00
BATCH_01022,SKU_0022,270,2023-02-12 13:00:00,2023-05-01 13:00:00
BATCH_01023,SKU_0066,130,2023-02-12 14:00:00,2023-11-30 14:00:00
BATCH_01024,SKU_0251,175,2023-02-12 15:00:00,2023-12-22 15:00:00
BATCH_01025,SKU_0077,80,2023-02-12 16:00:00,2023-10-01 16:00:00
BATCH_01026,SKU_0217,23,2023-02-12 17:00:00,2023-10-29 17:00:00
BATCH_01027,SKU_0053,91,2023-02-12 18:00:00,2023-04-11 18:00:00
BATCH_01028,SKU_0003,255,2023-02-12 19:00:00,2023-09-05 19:00:00
BATCH_01029,SKU_0232,87,2023-02-12 20:00:00,2023-11-08 20:00:00
BATCH_01030,SKU_0073,201,2023-02-12 21:00:00,2023-06-08 21:00:00
BATCH_01031,SKU_0248,26,2023-02-12 22:00:00,2023-08-10 22:00:00
BATCH_01032,SKU_0376,71,2023-02-12 23:00:00,2023-11-15 23:00:00
BATCH_01033,SKU_0041,188,2023-02-13 00:00:00,2023-08-08 00:00:00
BATCH_01034,SKU_0382,210,2023-02-13 01:00:00,2023-11-14 01:00:00
BATCH_01035,SKU_0369,167,2023-02-13 02:00:00,2023-09-22 02:00:00
BATCH_01036,SKU_0032,151,2023-02-13 03:00:00,2023-12-23 03:00:00
BATCH_01037,SKU_0016,67,2023-02-13 04:00:00,2024-01-23 04:00:00
BATCH_01038,SKU_0264,65,2023-02-13 05:00:00,2023-04-23 05:00:00
BATCH_01039,SKU_0160,94,2023-02-13 06:00:00,2023-11-18 06:00:00
BATCH_01040,SKU_0108,80,2023-02-13 07:00:00,2023-06-30 07:00:00
BATCH_01041,SKU_0314,143,2023-02-13 08:00:00,2023-10-08 08:00:00
BATCH_01042,SKU_0100,253,2023-02-13 09:00:00,2023-08-21 09:00:00
BATCH_01043,SKU_0116,227,2023-02-13 10:00:00,2023-09-14 10:00:00
BATCH_01044,SKU_0318,144,2023-02-13 11:00:00,2023-05-26 11:00:00
BATCH_01045,SKU_0104,63,2023-02-13 12:00:00,2023-08-27 12:00:00
BATCH_01046,SKU_0346,59,2023-02-13 13:00:00,2023-08-19 13:00:00
BATCH_01047,SKU_0319,196,2023-02-13 14:00:00,2023-04-21 14:00:00
BATCH_01048,SKU_0013,42,2023-02-13 15:00:00,2023-08-17 15:00:00
BATCH_01049,SKU_0262,104,2023-02-13 16:00:00,2023-08-05 16:00:00
BATCH_01050,SKU_0366,69,2023-02-13 17:00:00,2023-11-17 17:00:00
BATCH_01051,SKU_0208,83,2023-02-13 18:00:00,2023-10-30 18:00:00
BATCH_01052,SKU_0234,70,2023-02-13 19:00:00,2023-08-28 19:00:00
BATCH_01053,SKU_0247,31,2023-02-13 20:00:00,2024-01-14 20:00:00
BATCH_01054,SKU_0237,93,2023-02-13 21:00:00,2023-12-31 21:00:00
BATCH_01055,SKU_0318,250,2023-02-13 22:00:00,2023-04-04 22:00:00
BATCH_01056,SKU_0023,154,2023-02-13 23:00:00,2023-09-25 23:00:00
BATCH_01057,SKU_0105,51,2023-02-14 00:00:00,2023-12-15 00:00:00
BATCH_01058,SKU_0369,131,2023-02-14 01:00:00,2023-07-11 01:00:00
BATCH_01059,SKU_0258,73,2023-02-14 02:00:00,2023-09-20 02:00:00
BATCH_01060,SKU_0394,174,2023-02-14 03:00:00,2024-02-09 03:00:00
BATCH_01061,SKU_0215,243,2023-02-14 04:00:00,2023-05-06 04:00:00
BATCH_01062,SKU_0173,277,2023-02-14 05:00:00,2023-03-28 05:00:00
BATCH_01063,SKU_0092,141,2023-02-14 06:00:00,2023-07-02 06:00:00
BATCH_01064,SKU_0355,23,2023-02-14 07:00:00,2023-08-02 07:00:00
BATCH_01065,SKU_0108,70,2023-02-14 08:00:00,2024-02-01 08:00:00
BATCH_01066,SKU_0265,152,2023-02-14 09:00:00,2023-11-14 09:00:00
BATCH_01067,SKU_0204,16,2023-02-14 10:00:00,2023-12-19 10:00:00
BATCH_01068,SKU_0274,122,2023-02-14 11:00:00,2023-07-15 11:00:00
BATCH_01069,SKU_0346,211,2023-02-14 12:00:00,2023-12-16 12:00:00
BATCH_01070,SKU_0190,87,2023-02-14 13:00:00,2023-07-08 13:00:00
BATCH_01071,SKU_0372,106,2023-02-14 14:00:00,2023-12-20 14:00:00
BATCH_01072,SKU_0014,212,2023-02-14 15:00:00,2024-02-13 15:00:00
BATCH_01073,SKU_0125,37,2023-02-14 16:00:00,2024-01-10 16:00:00
BATCH_01074,SKU_0047,134,2023-02-14 17:00:00,2023-08-05 17:00:00
BATCH_01075,SKU_0065,270,2023-02-14 18:00:00,2023-06-14 18:00:00
BATCH_01076,SKU_0077,10,2023-02-14 19:00:00,2024-01-08 19:00:00
BATCH_01077,SKU_0002,166,2023-02-14 20:00:00,2023-10-07 20:00:00
BATCH_01078,SKU_0053,173,2023-02-14 21:00:00,2023-09-13 21:00:00
BATCH_01079,SKU_0307,188,2023-02-14 22:00:00,2023-09-16 22:00:00
BATCH_01080,SKU_0285,77,2023-02-14 23:00:00,2023-09-11 23:00:00
BATCH_01081,SKU_0243,231,2023-02-15 00:00:00,2023-10-24 00:00:00
BATCH_01082,SKU_0052,59,2023-02-15 01:00:00,2023-04-10 01:00:00
BATCH_01083,SKU_0013,184,2023-02-15 02:00:00,2023-12-04 02:00:00
BATCH_01084,SKU_0312,255,2023-02-15 03:00:00,2023-11-22 03:00:00
BATCH_01085,SKU_0100,144,2023-02-15 04:00:00,2023-05-17 04:00:00
BATCH_01086,SKU_0274,51,2023-02-15 05:00:00,2023-07-18 05:00:00
BATCH_01087,SKU_0173,67,2023-02-15 06:00:00,2024-02-09 06:00:00
BATCH_01088,SKU_0127,105,2023-02-15 07:00:00,2023-09-01 07:00:00
BATCH_01089,SKU_0179,134,2023-02-15 08:00:00,2023-05-13 08:00:00
BATCH_01090,SKU_0288,77,2023-02-15 09:00:00,2023-09-11 09:00:00
BATCH_01091,SKU_0291,15,2023-02-15 10:00:00,2024-02-03 10:00:00
BATCH_01092,SKU_0245,215,2023-02-15 11:00:00,2023-08-19 11:00:00
BATCH_01093,SKU_0188,75,2023-02-15 12:00:00,2023-03-28 12:00:00
BATCH_01094,SKU_0317,17,2023-02-15 13:00:00,2023-06-19 13:00:00
BATCH_01095,SKU_0137,157,2023-02-15 14:00:00,2023-03-31 14:00:00
BATCH_01096,SKU_0267,72,2023-02-15 15:00:00,2023-12-18 15:00:00
BATCH_01097,SKU_0256,125,2023-02-15 16:00:00,2023-10-26 16:00:00
BATCH_01098,SKU_0226,121,2023-02-15 17:00:00,2023-12-15 17:00:00
BATCH_01099,SKU_0183,132,2023-02-15 18:00:00,2023-05-13 18:00:00
BATCH_01100,SKU_0315,84,2023-02-15 19:00:00,2024-01-03 19:00:00
